CULTURE;LOCID;ORDER;BGD;BGD_GEN_AO;BGD_GEN_CS;BGD_GEN_AO_TB;BGD_GEN_CS_TB;DIS_BGD;BGD_GEN_TB;DIS_BGD_GEN_TB;BGD_SPEC_AO;BGD_SPEC_CS;;;;;;;;;;;;;;;;;;;;;
Mysore;B71;3;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Sursurunga;214;2;anger;virtue;virtue;virtue;virtue;0;virtue;0;anger;anger;;;;;;;;;;;;;;;;;;;;;
Mysore;A90;5;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Sursurunga;85;2;envying;virtue;virtue;virtue;morality;1;virtue;0;envy;jealousy;;;;;;;;;;;;;;;;;;;;;
Cachoeira;CA009;5;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mauritius;DR1169;3;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Sursurunga;3;2;stealing;morality;morality;morality;virtue;1;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Sursurunga;98;2;greed;morality;virtue;virtue;morality;1;virtue;0;greed;greed;;;;;;;;;;;;;;;;;;;;;
China-Buddhists;905550;5;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
China-Buddhists;944292;5;Not filial to their seniors ;morality;morality;morality;virtue;1;morality;0;disrespect;respect.n;;;;;;;;;;;;;;;;;;;;;
Sursurunga;43;3;causing distress;morality;morality;morality;virtue;1;morality;0;immoral behaviour;troubles;;;;;;;;;;;;;;;;;;;;;
Sursurunga;43;2;swearing;etiquette;etiquette;etiquette;morality;1;etiquette;0;swearing;swearing;;;;;;;;;;;;;;;;;;;;;
Sursurunga;86;2;disobedience;morality;morality;morality;virtue;1;morality;0;disobedience;follow the rules of god.n;;;;;;;;;;;;;;;;;;;;;
Sursurunga;37;4;fighting;morality;morality;morality;virtue;1;morality;0;violence;violence;;;;;;;;;;;;;;;;;;;;;
Sursurunga;30;2;anger;virtue;virtue;virtue;virtue;0;virtue;0;anger;anger;;;;;;;;;;;;;;;;;;;;;
Peru;1007;1;Not helping;morality;morality;morality;morality;0;morality;0;selfish;helpful.n;;;;;;;;;;;;;;;;;;;;;
Peru;1081;4;People doing bad things;morality;morality;morality;morality;0;morality;0;immoral behaviour;good actions.n;;;;;;;;;;;;;;;;;;;;;
China-Christians;453047;5;Betrayal;morality;morality;morality;morality;0;morality;0;disloyalty;betray;;;;;;;;;;;;;;;;;;;;;
Peru;1130;3;Beer, comes from the devil;substance use/abuse;substance use;substance use/abuse;substance use/abuse;0;substance use/abuse;0;drunkenness;alcohol;;;;;;;;;;;;;;;;;;;;;
Peru;1065;5;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Sursurunga;216;2;unfriendliness;morality;morality;morality;morality;0;morality;0;antagonism;kindness.n;;;;;;;;;;;;;;;;;;;;;
China-Buddhists;387827;5;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Sursurunga;107;4;sgossip;morality;etiquette;morality;etiquette;1;morality;0;gossip;gossip;;;;;;;;;;;;;;;;;;;;;
Sursurunga;260;3;stealing;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Sursurunga;10;2;amger;virtue;virtue;virtue;virtue;0;virtue;0;anger;anger;;;;;;;;;;;;;;;;;;;;;
Sursurunga;66;4;greed;morality;virtue;virtue;etiquette;1;virtue;0;greed;greed;;;;;;;;;;;;;;;;;;;;;
Sursurunga;217;3;fighting;morality;morality;morality;morality;0;morality;0;violence;violence;;;;;;;;;;;;;;;;;;;;;
Sursurunga;88;5;isolated/standoffish?;miscellaneous;miscellaneous;miscellaneous;morality;1;miscellaneous;0;antagonism;abstinence;;;;;;;;;;;;;;;;;;;;;
China-Christians;840072;3;Sexual violence;morality;morality;morality;morality;0;morality;0;raping;rape;;;;;;;;;;;;;;;;;;;;;
Mauritius;H1932;2;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mauritius;DS1336;3;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Peru;1130;4;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mysore;C9;4;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Sursurunga;224;4;stealing;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Sursurunga;76;5;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Sursurunga;262;3;hating;virtue;virtue;virtue;virtue;0;virtue;0;antagonism;hate;;;;;;;;;;;;;;;;;;;;;
Sursurunga;53;5;never fellowships with others;morality;morality;morality;morality;0;morality;0;antagonism;unity.n;;;;;;;;;;;;;;;;;;;;;
Sursurunga;128;3;fighting;morality;morality;morality;morality;0;morality;0;violence;violence;;;;;;;;;;;;;;;;;;;;;
Sursurunga;68;5;gossip;morality;etiquette;morality;virtue;1;morality;0;gossip;gossip;;;;;;;;;;;;;;;;;;;;;
Mauritius;DS1967;5;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Sursurunga;6;4;drunkenness;substance use/abuse;substance use;substance use/abuse;virtue;1;substance use/abuse;0;drunkenness;alcohol;;;;;;;;;;;;;;;;;;;;;
Sursurunga;66;3;resistant/uncooperative;morality;morality;morality;virtue;1;morality;0;immoral behaviour;cooperation.n;;;;;;;;;;;;;;;;;;;;;
Sursurunga;221;4;gossip;morality;etiquette;morality;etiquette;1;morality;0;gossip;gossip;;;;;;;;;;;;;;;;;;;;;
Sursurunga;41;4;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Sursurunga;259;3;smoking pot;substance use/abuse;substance use;substance use/abuse;substance use/abuse;0;substance use/abuse;0;cannabis;drugs;;;;;;;;;;;;;;;;;;;;;
Mysore;A6;4;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Cachoeira;CA050;4;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Sursurunga;127;4;gossip;morality;etiquette;morality;etiquette;1;morality;0;gossip;gossip;;;;;;;;;;;;;;;;;;;;;
Sursurunga;87;5;stealing;morality;morality;morality;virtue;1;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Sursurunga;36;5;gossip;morality;etiquette;morality;NA;1;morality;0;gossip;gossip;;;;;;;;;;;;;;;;;;;;;
Sursurunga;39;3;adultery;morality;morality;morality;virtue;1;morality;0;adultery;adultery;;;;;;;;;;;;;;;;;;;;;
Sursurunga;104;2;swearing;etiquette;etiquette;etiquette;etiquette;0;etiquette;0;swearing;swearing;;;;;;;;;;;;;;;;;;;;;
Sursurunga;99;3;drunkenness;substance use/abuse;substance use;substance use/abuse;virtue;1;substance use/abuse;0;drunkenness;alcohol;;;;;;;;;;;;;;;;;;;;;
Sursurunga;71;5;swearing;etiquette;etiquette;etiquette;virtue;1;etiquette;0;swearing;swearing;;;;;;;;;;;;;;;;;;;;;
Sursurunga;228;3;fighting;morality;morality;morality;morality;0;morality;0;violence;violence;;;;;;;;;;;;;;;;;;;;;
Sursurunga;233;2;anger;virtue;virtue;virtue;virtue;0;virtue;0;anger;anger;;;;;;;;;;;;;;;;;;;;;
Mauritius;DS1890;5;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Sursurunga;122;4;stealing;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Sursurunga;63;3;pride;virtue;virtue;virtue;miscellaneous;1;virtue;0;pride;pride;;;;;;;;;;;;;;;;;;;;;
Sursurunga;89;4;swearing;etiquette;etiquette;etiquette;morality;1;etiquette;0;swearing;swearing;;;;;;;;;;;;;;;;;;;;;
China-Buddhists;694919;4;absurd;miscellaneous;virtue;miscellaneous;virtue;1;miscellaneous;0;absurdity;good actions.n;;;;;;;;;;;;;;;;;;;;;
Sursurunga;120;3;swearing;etiquette;etiquette;etiquette;etiquette;0;etiquette;0;swearing;swearing;;;;;;;;;;;;;;;;;;;;;
Sursurunga;238;2;swearing;etiquette;etiquette;etiquette;etiquette;0;etiquette;0;swearing;swearing;;;;;;;;;;;;;;;;;;;;;
Mysore;C36;5;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mysore;B67;3;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Sursurunga;117;4;gossip;morality;etiquette;morality;etiquette;1;morality;0;gossip;gossip;;;;;;;;;;;;;;;;;;;;;
Sursurunga;234;5;jealousy;virtue;virtue;virtue;virtue;0;virtue;0;envy;jealousy;;;;;;;;;;;;;;;;;;;;;
Peru;1010;4;Gossip;morality;etiquette;morality;etiquette;1;morality;0;gossip;gossip;;;;;;;;;;;;;;;;;;;;;
Peru;1137;5;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mysore;C18;3;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Peru;1036;5;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Peru;1001;5;Threatening and mistreating one's parents;morality;morality;morality;morality;0;morality;0;disrespecting family;mistreating others;;;;;;;;;;;;;;;;;;;;;
Sursurunga;78;3;Swearing;etiquette;etiquette;etiquette;morality;1;etiquette;0;swearing;swearing;;;;;;;;;;;;;;;;;;;;;
Mysore;A87;3;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Sursurunga;64;5;stealing;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Sursurunga;67;3;swearing;etiquette;etiquette;etiquette;morality;1;etiquette;0;swearing;swearing;;;;;;;;;;;;;;;;;;;;;
Sursurunga;71;3;anger;virtue;virtue;virtue;morality;1;virtue;0;anger;anger;;;;;;;;;;;;;;;;;;;;;
Sursurunga;78;5;Stealing;morality;morality;morality;virtue;1;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Sursurunga;83;5;quick temper;virtue;virtue;virtue;morality;1;virtue;0;anger;anger;;;;;;;;;;;;;;;;;;;;;
Sursurunga;85;4;greed;morality;virtue;virtue;morality;1;virtue;0;greed;greed;;;;;;;;;;;;;;;;;;;;;
Sursurunga;86;3;avoids others;morality;morality;morality;morality;0;morality;0;antagonism;unity;;;;;;;;;;;;;;;;;;;;;
Sursurunga;92;4;adultery;morality;morality;morality;virtue;1;morality;0;adultery;adultery;;;;;;;;;;;;;;;;;;;;;
Sursurunga;96;5;greed;morality;virtue;virtue;etiquette;1;virtue;0;greed;greed;;;;;;;;;;;;;;;;;;;;;
Sursurunga;99;4;disobedience;morality;morality;morality;religion;1;morality;0;disobedience;follow the rules of god.n;;;;;;;;;;;;;;;;;;;;;
Sursurunga;105;2;swearing;etiquette;etiquette;etiquette;etiquette;0;etiquette;0;swearing;swearing;;;;;;;;;;;;;;;;;;;;;
Sursurunga;109;5;unkindness;morality;morality;morality;morality;0;morality;0;antagonism;kindness.n;;;;;;;;;;;;;;;;;;;;;
Sursurunga;206;3;stealing;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Sursurunga;223;4;socery;morality;specific;morality;specific;1;specific;0;witchcraft;magic;;;;;;;;;;;;;;;;;;;;;
Sursurunga;224;3;swearing;etiquette;etiquette;etiquette;etiquette;0;etiquette;0;swearing;swearing;;;;;;;;;;;;;;;;;;;;;
Sursurunga;248;3;stealing;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Sursurunga;250;2;stealing;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Sursurunga;254;3;stealing;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Sursurunga;211;2;anger;virtue;virtue;virtue;virtue;0;virtue;0;anger;anger;;;;;;;;;;;;;;;;;;;;;
Sursurunga;231;3;gossip;morality;etiquette;morality;etiquette;1;morality;0;gossip;gossip;;;;;;;;;;;;;;;;;;;;;
Sursurunga;240;3;disruptiveness;morality;virtue;morality;virtue;1;virtue;0;disturbing;disturbance;;;;;;;;;;;;;;;;;;;;;
Sursurunga;241;5;drunkenness;substance use/abuse;substance use;substance use/abuse;substance use/abuse;0;substance use/abuse;0;drunkenness;alcohol;;;;;;;;;;;;;;;;;;;;;
Sursurunga;251;2;laziness;virtue;virtue;virtue;virtue;0;virtue;0;laziness;laziness;;;;;;;;;;;;;;;;;;;;;
Sursurunga;103;5;swearing;etiquette;etiquette;etiquette;etiquette;0;etiquette;0;swearing;swearing;;;;;;;;;;;;;;;;;;;;;
Mauritius;DN1077;3;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mauritius;DN1077;4;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
China-Christians;225780;4;Does not communicate frequently with God;religion;ritual;religion;ritual;1;religion;0;disbelief;prayer.n;;;;;;;;;;;;;;;;;;;;;
Mauritius;DN1077;2;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Sursurunga;108;2;greed;morality;virtue;virtue;virtue;0;virtue;0;greed;greed;;;;;;;;;;;;;;;;;;;;;
China-Buddhists;584862;1;Hurt yourself;morality;morality;morality;morality;0;morality;0;mistreatment;wellbeing.n;;;;;;;;;;;;;;;;;;;;;
Sursurunga;28;4;swearing;etiquette;etiquette;etiquette;morality;1;etiquette;0;swearing;swearing;;;;;;;;;;;;;;;;;;;;;
Peru;1007;4;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mauritius;DR1363;3;jelaousy;virtue;virtue;virtue;virtue;0;virtue;0;envy;jealousy;;;;;;;;;;;;;;;;;;;;;
Sursurunga;54;3;anger;virtue;virtue;virtue;substance use/abuse;1;virtue;0;anger;anger;;;;;;;;;;;;;;;;;;;;;
Sursurunga;123;4;fighting;morality;morality;morality;morality;0;morality;0;violence;violence;;;;;;;;;;;;;;;;;;;;;
Mauritius;DS1301;4;when people  kill animals;ecology;ecology;ecology;ecology;0;ecology;0;killing/mistreating animals;animal killing;;;;;;;;;;;;;;;;;;;;;
Sursurunga;17;5;rape;morality;virtue;morality;morality;0;morality;0;raping;rape;;;;;;;;;;;;;;;;;;;;;
Sursurunga;62;5;quarreling;morality;morality;morality;virtue;1;morality;0;arguing;quarrel;;;;;;;;;;;;;;;;;;;;;
Sursurunga;74;4;fighting;morality;morality;morality;NA;1;morality;0;violence;violence;;;;;;;;;;;;;;;;;;;;;
Sursurunga;92;5;smoking pot;substance use/abuse;substance use;substance use/abuse;virtue;1;substance use/abuse;0;cannabis;drugs;;;;;;;;;;;;;;;;;;;;;
Sursurunga;118;4;stealing;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Sursurunga;215;3;uncooperativness;morality;morality;morality;morality;0;morality;0;immoral behaviour;cooperation.n;;;;;;;;;;;;;;;;;;;;;
Sursurunga;255;3;stealing;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Sursurunga;7;5;rape;morality;virtue;morality;etiquette;1;morality;0;raping;rape;;;;;;;;;;;;;;;;;;;;;
Sursurunga;27;2;disobedience;morality;morality;morality;specific;1;morality;0;disobedience;follow the rules of god.n;;;;;;;;;;;;;;;;;;;;;
Sursurunga;56;4;sorcery;morality;specific;morality;specific;1;specific;0;witchcraft;magic;;;;;;;;;;;;;;;;;;;;;
Sursurunga;57;5;stealing;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Sursurunga;77;2;greed;morality;virtue;virtue;etiquette;1;virtue;0;greed;greed;;;;;;;;;;;;;;;;;;;;;
Sursurunga;220;2;stealing;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Sursurunga;87;4;avoids others;morality;morality;morality;morality;0;morality;0;antagonism;unity;;;;;;;;;;;;;;;;;;;;;
Sursurunga;232;3;swearing;etiquette;etiquette;etiquette;etiquette;0;etiquette;0;swearing;swearing;;;;;;;;;;;;;;;;;;;;;
China-Christians;189617;3;Neglecting family members;morality;morality;morality;morality;0;morality;0;immoral behaviour;compassion.n;;;;;;;;;;;;;;;;;;;;;
China-Christians;162718;4;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Sursurunga;221;2;pride;virtue;virtue;virtue;virtue;0;virtue;0;pride;pride;;;;;;;;;;;;;;;;;;;;;
Sursurunga;75;3;anger;virtue;virtue;virtue;etiquette;1;virtue;0;anger;anger;;;;;;;;;;;;;;;;;;;;;
Mauritius;DS1890;4;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mysore;C9;3;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Sursurunga;228;4;adultery/fornication;morality;morality;morality;morality;0;morality;0;adultery;adultery;;;;;;;;;;;;;;;;;;;;;
Sursurunga;217;4;agressiveness;morality;virtue;morality;virtue;1;virtue;0;aggression;anger;;;;;;;;;;;;;;;;;;;;;
Sursurunga;72;3;laziness;virtue;virtue;virtue;virtue;0;virtue;0;laziness;laziness;;;;;;;;;;;;;;;;;;;;;
China-Buddhists;694919;5;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mauritius;DN1585;5;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mauritius;DR1221;5;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
China-Christians;414973;4;Believing in Satan;religion;specific;religion;religion;0;religion;0;idolatry;idolatry;;;;;;;;;;;;;;;;;;;;;
Peru;1014;5;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Peru;1067;4;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mysore;D73;5;wrong things;miscellaneous;morality;miscellaneous;morality;1;morality;0;evil;miscellaneous;;;;;;;;;;;;;;;;;;;;;
Mauritius;DS1336;4;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mauritius;DS1967;1;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mauritius;DR1626;5;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mauritius;DS1428;5;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mysore;B70;4;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Sursurunga;60;5;greed;morality;virtue;virtue;virtue;0;virtue;0;greed;greed;;;;;;;;;;;;;;;;;;;;;
Mysore;D59;3;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mysore;D54;5;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mysore;C32;5;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mysore;C7;4;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mysore;C91;3;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Cachoeira;CA072;4;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Sursurunga;57;4;fighting;morality;morality;morality;specific;1;morality;0;violence;violence;;;;;;;;;;;;;;;;;;;;;
Sursurunga;235;4;dishonest;morality;virtue;morality;virtue;1;morality;0;dishonesty;truthfulness.n;;;;;;;;;;;;;;;;;;;;;
Peru;1118;5;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Sursurunga;235;3;disrespectful;morality;morality;morality;morality;0;morality;0;disrespect;respect.n;;;;;;;;;;;;;;;;;;;;;
Mysore;A94;2;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Sursurunga;11;2;swearing;etiquette;etiquette;etiquette;virtue;1;etiquette;0;swearing;swearing;;;;;;;;;;;;;;;;;;;;;
Sursurunga;209;4;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Sursurunga;242;2;do drugs;substance use/abuse;substance use;substance use/abuse;substance use/abuse;0;substance use/abuse;0;drugs;drugs;;;;;;;;;;;;;;;;;;;;;
Sursurunga;59;4;stealing;morality;morality;morality;etiquette;1;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Sursurunga;60;2;stealing;morality;morality;morality;virtue;1;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Sursurunga;94;2;greed;morality;virtue;virtue;morality;1;virtue;0;greed;greed;;;;;;;;;;;;;;;;;;;;;
Sursurunga;97;3;hating;virtue;virtue;virtue;virtue;0;virtue;0;antagonism;hate;;;;;;;;;;;;;;;;;;;;;
Sursurunga;100;3;obstinate resistance;morality;virtue;morality;substance use/abuse;1;virtue;1;resistance;protests;;;;;;;;;;;;;;;;;;;;;
Sursurunga;118;2;drunkenness;substance use/abuse;substance use;substance use/abuse;substance use/abuse;0;substance use/abuse;0;drunkenness;alcohol;;;;;;;;;;;;;;;;;;;;;
Sursurunga;121;3;disobedience;morality;morality;morality;morality;0;morality;0;disobedience;follow the rules of god.n;;;;;;;;;;;;;;;;;;;;;
Sursurunga;128;4;gossip;morality;etiquette;morality;etiquette;1;morality;0;gossip;gossip;;;;;;;;;;;;;;;;;;;;;
Sursurunga;251;4;swearing;etiquette;etiquette;etiquette;etiquette;0;etiquette;0;swearing;swearing;;;;;;;;;;;;;;;;;;;;;
Peru;1165;5;Not killing people;morality;morality;morality;morality;0;morality;0;killing;murder;;;;;;;;;;;;;;;;;;;;;
Sursurunga;79;2;stealing;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Sursurunga;112;3;disobedience;morality;morality;morality;morality;0;morality;0;disobedience;follow the rules of god.n;;;;;;;;;;;;;;;;;;;;;
Mauritius;DR1683;5;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Peru;1038;4;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Peru;1134;5;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Peru;1012;4;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Peru;1156;5;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
China-Christians;189617;5;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
China-Christians;747031;4;Telling lies;morality;morality;morality;morality;0;morality;0;dishonesty;truthfulness.n;;;;;;;;;;;;;;;;;;;;;
China-Christians;667136;4;adultery;morality;morality;morality;morality;0;morality;0;adultery;adultery;;;;;;;;;;;;;;;;;;;;;
Peru;1008;3;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Peru;1008;4;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
China-Christians;269017;2;Being dishonest;virtue;virtue;morality;virtue;1;morality;0;dishonesty;truthfulness.n;;;;;;;;;;;;;;;;;;;;;
China-Christians;225780;5;Being indifferent to others' pain and struggles;virtue;virtue;virtue;virtue;0;virtue;0;evil;compassion.n;;;;;;;;;;;;;;;;;;;;;
China-Christians;162718;3;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Peru;1010;5;Drunk fighting at parties;morality;substance use;morality;substance use/abuse;1;substance use/abuse;0;violence;violence;;;;;;;;;;;;;;;;;;;;;
Mauritius;DS1336;2;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mysore;A22;2;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Sursurunga;120;4;stealing;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Mauritius;DS1967;4;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Cachoeira;CA008;3;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
China-Buddhists;167458;2;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mysore;A14;3;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mysore;A16;2;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mysore;B67;2;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mauritius;DR1363;1;evil;miscellaneous;morality;miscellaneous;morality;1;morality;0;evil;mistreating others;;;;;;;;;;;;;;;;;;;;;
Mysore;B54;3;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
China-Buddhists;694919;3;obscene;virtue;virtue;virtue;virtue;0;virtue;0;obscenity;perversity;;;;;;;;;;;;;;;;;;;;;
Sursurunga;112;5;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Sursurunga;212;4;fighting;morality;morality;morality;morality;0;morality;0;violence;violence;;;;;;;;;;;;;;;;;;;;;
Cachoeira;CA048;4;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Cachoeira;CA048;5;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mysore;B42;5;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Sursurunga;125;5;jealousy;virtue;virtue;virtue;virtue;0;virtue;0;envy;jealousy;;;;;;;;;;;;;;;;;;;;;
Sursurunga;215;5;disobedience;morality;morality;morality;morality;0;morality;0;disobedience;follow the rules of god.n;;;;;;;;;;;;;;;;;;;;;
Sursurunga;218;4;greed;morality;virtue;virtue;virtue;0;virtue;0;greed;greed;;;;;;;;;;;;;;;;;;;;;
Sursurunga;220;3;adultery;morality;morality;morality;morality;0;morality;0;adultery;adultery;;;;;;;;;;;;;;;;;;;;;
Mauritius;DR1809;5;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mysore;A17;3;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
